Tribunal Regional Eleitoral do Ceará
Secretaria de Tecnologia da Informação
Resultados Eleitorais - Eleições Gerais 2022 - 1º Turno - 02/10/2022
Dados gerados em 22/10/2022 11:55:44 sujeitos a alterações

RESULTADO POR SEÇÃO - BOLETINS DAS URNAS

Município;Zona;Seção;Seções Agregadas;Cargo;Número;Nome para Urna;Votos;Partido;Partido/Federação/Coligação
PARAIPABA;109;168; ;Deputado Estadual;15555;FELIPE AGUIAR;1;MDB;MDB
PARAIPABA;109;168; ;Deputado Estadual;15888;AGENOR NETO;1;MDB;MDB
PARAIPABA;109;168; ;Deputado Estadual;22010;BEZERRA DE MENESES;2;PL;PL
PARAIPABA;109;168; ;Deputado Estadual;22111;PEDRO MATOS;1;PL;PL
PARAIPABA;109;168; ;Deputado Estadual;22222;PR.ALCIDES FERNANDES;11;PL;PL
PARAIPABA;109;168; ;Deputado Estadual;22555;MARTA GONÇALVES;68;PL;PL
PARAIPABA;109;168; ;Deputado Estadual;22777;DRA SILVANA;14;PL;PL
PARAIPABA;109;168; ;Deputado Estadual;23192;MARTINHA - A SAÚDE RESISTE;1;CIDADANIA;(PSDB/CIDADANIA)
PARAIPABA;109;168; ;Deputado Estadual;40888;PAULO PROTÁSIO;1;PSB;PSB
PARAIPABA;109;168; ;Deputado Estadual;43640;WALTER CAVALCANTE;2;PV;(PT/PC do B/PV)
PARAIPABA;109;168; ;Deputado Estadual;44111;FELIPE MOTA;6;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;44190;SARGENTO REGINAURO;2;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;44321;CAMILA MOTA;2;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;44447;ISABELLE MUNGUBA;1;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;44556;PRISCILA ROCHA;1;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;44567;MAGNOLIA ROCHA;5;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;44777;FIRMO CAMURÇA;3;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;44888;DR. OSCAR RODRIGUES;14;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;45000;JORGE PINHEIRO;2;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;168; ;Deputado Estadual;45111;GORDIM ARAUJO;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;168; ;Deputado Estadual;45300;CÔNSUL DO POVO;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;168; ;Deputado Estadual;55234;DR. LUCÍLVIO GIRÃO;1;PSD;PSD
PARAIPABA;109;168; ;Deputado Estadual;65100;STÊNIO MAGALHÃES;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;168; ;Deputado Estadual;70123;TOMAZ HOLANDA;8;AVANTE;AVANTE
PARAIPABA;109;168; ;Deputado Estadual;70321;DANIEL BORGES;1;AVANTE;AVANTE
PARAIPABA;109;168; ;Deputado Estadual;12;LEGENDA PDT;1;PDT;PDT
PARAIPABA;109;168; ;Deputado Estadual;13;LEGENDA PT;8;PT;PT
PARAIPABA;109;168; ;Deputado Estadual;14;LEGENDA PTB;1;PTB;PTB
PARAIPABA;109;168; ;Deputado Estadual;15;LEGENDA MDB;2;MDB;MDB
PARAIPABA;109;168; ;Deputado Estadual;44;LEGENDA UNIÃO;3;UNIÃO;UNIÃO
PARAIPABA;109;168; ;Deputado Estadual;70;LEGENDA AVANTE;5;AVANTE;AVANTE
PARAIPABA;109;168; ;Deputado Estadual;95;BRANCOS;10; ; 
PARAIPABA;109;168; ;Deputado Estadual;96;NULOS;10; ; 
PARAIPABA;109;169; ;Presidente;12;CIRO GOMES;9;PDT;PDT
PARAIPABA;109;169; ;Presidente;13;LULA;157;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;169; ;Presidente;15;SIMONE TEBET;1;MDB;MDB, (PSDB/CIDADANIA), PODE
PARAIPABA;109;169; ;Presidente;22;JAIR BOLSONARO;92;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;169; ;Presidente;44;SORAYA THRONICKE;4;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Presidente;95;BRANCOS;2; ; 
PARAIPABA;109;169; ;Presidente;96;NULOS;8; ; 
PARAIPABA;109;169; ;Governador;12;ROBERTO CLÁUDIO;8;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;169; ;Governador;13;ELMANO DE FREITAS;125;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;169; ;Governador;44;CAPITÃO WAGNER;114;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;169; ;Governador;95;BRANCOS;11; ; 
PARAIPABA;109;169; ;Governador;96;NULOS;15; ; 
PARAIPABA;109;169; ;Senador;131;CAMILO;146;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;169; ;Senador;555;ERIKA AMORIM;3;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
PARAIPABA;109;169; ;Senador;700;KAMILA CARDOSO;77;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
PARAIPABA;109;169; ;Senador;95;BRANCOS;20; ; 
PARAIPABA;109;169; ;Senador;96;NULOS;27; ; 
PARAIPABA;109;169; ;Deputado Federal;1000;BISPA VANESSA LIMA;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;169; ;Deputado Federal;1010;RONALDO MARTINS;3;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;169; ;Deputado Federal;1023;PASTOR ABRAÃO;3;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;169; ;Deputado Federal;1055;MANUH SILVA;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;169; ;Deputado Federal;1111;AJ ALBUQUERQUE;2;PP;PP
PARAIPABA;109;169; ;Deputado Federal;1213;IDILVAN;8;PDT;PDT
PARAIPABA;109;169; ;Deputado Federal;1214;EDUARDO BISMARCK;4;PDT;PDT
PARAIPABA;109;169; ;Deputado Federal;1233;ROBÉRIO MONTEIRO;1;PDT;PDT
PARAIPABA;109;169; ;Deputado Federal;1277;ADAIL JR;1;PDT;PDT
PARAIPABA;109;169; ;Deputado Federal;1299;DR NILSON DINIZ;1;PDT;PDT
PARAIPABA;109;169; ;Deputado Federal;1313;LUIZIANNE LINS;15;PT;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Federal;1322;GUIMARÃES DO PT;5;PT;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Federal;1455;ORIEL MOTA;1;PTB;PTB
PARAIPABA;109;169; ;Deputado Federal;1500;ÉRICO JOVINO;1;MDB;MDB
PARAIPABA;109;169; ;Deputado Federal;1533;EUNÍCIO;9;MDB;MDB
PARAIPABA;109;169; ;Deputado Federal;2201;DELEGADO CAVALCANTE;1;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2210;CORONEL AGINALDO;5;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2211;YURY DO PAREDÃO;3;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2222;ANDRÉ FERNANDES;4;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2227;DRA VERONICA AMARAL;1;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2255;JÚNIOR MANO;4;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2277;DR JAZIEL;9;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2288;PRISCILA COSTA;3;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2299;MATHEUS NORONHA;15;PL;PL
PARAIPABA;109;169; ;Deputado Federal;2323;MORONI;1;CIDADANIA;(PSDB/CIDADANIA)
PARAIPABA;109;169; ;Deputado Federal;4000;DENIS BEZERRA;1;PSB;PSB
PARAIPABA;109;169; ;Deputado Federal;4400;LUIZ CARLOS JR;3;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Federal;4433;DR. AGRIPINO MAGALHÃES;1;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Federal;4444;HEITOR FREIRE;2;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Federal;4447;DANILO FORTE;5;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Federal;4456;DAYANY DO CAPITÃO;2;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Federal;4477;FERNANDA PESSOA;18;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Federal;4488;MOSES RODRIGUES;1;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Federal;4490;SOLDADO NOELIO;1;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Federal;5511;CÉLIO STUDART;5;PSD;PSD
PARAIPABA;109;169; ;Deputado Federal;5533;LUIZ GASTÃO;4;PSD;PSD
PARAIPABA;109;169; ;Deputado Federal;5555;DOMINGOS NETO;87;PSD;PSD
PARAIPABA;109;169; ;Deputado Federal;5588;ELIANE BRAZ;15;PSD;PSD
PARAIPABA;109;169; ;Deputado Federal;12;LEGENDA PDT;2;PDT;PDT
PARAIPABA;109;169; ;Deputado Federal;13;LEGENDA PT;3;PT;PT
PARAIPABA;109;169; ;Deputado Federal;65;LEGENDA PC do B;1;PC do B;PC do B
PARAIPABA;109;169; ;Deputado Federal;95;BRANCOS;12; ; 
PARAIPABA;109;169; ;Deputado Federal;96;NULOS;8; ; 
PARAIPABA;109;169; ;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;3;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;169; ;Deputado Estadual;10123;DAVID DURAND;3;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;169; ;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;1;PP;PP
PARAIPABA;109;169; ;Deputado Estadual;11113;ALMIR BIÉ;8;PP;PP
PARAIPABA;109;169; ;Deputado Estadual;11444;LEONARDO PINHEIRO;3;PP;PP
PARAIPABA;109;169; ;Deputado Estadual;12111;ANTONIO HENRIQUE;1;PDT;PDT
PARAIPABA;109;169; ;Deputado Estadual;12123;CLÁUDIO PINHO;3;PDT;PDT
PARAIPABA;109;169; ;Deputado Estadual;12127;HELAINE COELHO;17;PDT;PDT
PARAIPABA;109;169; ;Deputado Estadual;13123;MISSIAS DO MST;4;PT;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;13132;ACRISIO SENA;12;PT;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;13333;MOISES BRAZ;5;PT;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;13456;DE ASSIS DINIZ;1;PT;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;13777;NIZO ;15;PT;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;13789;JULINHO;7;PT;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;15123;AUDIC MOTA;1;MDB;MDB
PARAIPABA;109;169; ;Deputado Estadual;15151;LEONARDO ARAÚJO;1;MDB;MDB
PARAIPABA;109;169; ;Deputado Estadual;15888;AGENOR NETO;5;MDB;MDB
PARAIPABA;109;169; ;Deputado Estadual;22010;BEZERRA DE MENESES;3;PL;PL
PARAIPABA;109;169; ;Deputado Estadual;22022;CARMELO NETO;3;PL;PL
PARAIPABA;109;169; ;Deputado Estadual;22111;PEDRO MATOS;2;PL;PL
PARAIPABA;109;169; ;Deputado Estadual;22222;PR.ALCIDES FERNANDES;3;PL;PL
PARAIPABA;109;169; ;Deputado Estadual;22555;MARTA GONÇALVES;80;PL;PL
PARAIPABA;109;169; ;Deputado Estadual;22777;DRA SILVANA;10;PL;PL
PARAIPABA;109;169; ;Deputado Estadual;23123;LUANA RIBEIRO;1;CIDADANIA;(PSDB/CIDADANIA)
PARAIPABA;109;169; ;Deputado Estadual;30000;DR. ISAQUE RABELO;1;NOVO;NOVO
PARAIPABA;109;169; ;Deputado Estadual;36666;PAI GERSON;1;AGIR;AGIR
PARAIPABA;109;169; ;Deputado Estadual;40101;WILSON SAMPAIO;1;PSB;PSB
PARAIPABA;109;169; ;Deputado Estadual;43123;MARTA FREITAS;1;PV;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;43222;REGINALDO CASTRO;1;PV;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;44027;PROFESSOR CARDOSO NETO;1;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Estadual;44444;ENEAS GOES;1;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Estadual;44567;MAGNOLIA ROCHA;2;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Estadual;44777;FIRMO CAMURÇA;17;UNIÃO;UNIÃO
PARAIPABA;109;169; ;Deputado Estadual;45123;EMILIA PESSOA;3;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;169; ;Deputado Estadual;50013;LÉO SURICATE;1;PSOL;(PSOL/REDE)
PARAIPABA;109;169; ;Deputado Estadual;50500;RENATO ROSENO;2;PSOL;(PSOL/REDE)
PARAIPABA;109;169; ;Deputado Estadual;55555;GABRIELLA AGUIAR;1;PSD;PSD
PARAIPABA;109;169; ;Deputado Estadual;65013;PROFESSOR ANÍZIO;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;65234;CACIKA IRÊ;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;169; ;Deputado Estadual;70000;TAM DE OLIVEIRA;1;AVANTE;AVANTE
PARAIPABA;109;169; ;Deputado Estadual;70123;TOMAZ HOLANDA;3;AVANTE;AVANTE
PARAIPABA;109;169; ;Deputado Estadual;70190;SARGENTO DOUGLAS;3;AVANTE;AVANTE
PARAIPABA;109;169; ;Deputado Estadual;70670;LUZIA SANTOS;1;AVANTE;AVANTE
PARAIPABA;109;169; ;Deputado Estadual;11;LEGENDA PP;1;PP;PP
PARAIPABA;109;169; ;Deputado Estadual;12;LEGENDA PDT;1;PDT;PDT
PARAIPABA;109;169; ;Deputado Estadual;13;LEGENDA PT;10;PT;PT
PARAIPABA;109;169; ;Deputado Estadual;40;LEGENDA PSB;1;PSB;PSB
PARAIPABA;109;169; ;Deputado Estadual;45;LEGENDA PSDB;1;PSDB;PSDB
PARAIPABA;109;169; ;Deputado Estadual;55;LEGENDA PSD;2;PSD;PSD
PARAIPABA;109;169; ;Deputado Estadual;95;BRANCOS;12; ; 
PARAIPABA;109;169; ;Deputado Estadual;96;NULOS;10; ; 
PARAIPABA;109;170; ;Presidente;12;CIRO GOMES;16;PDT;PDT
PARAIPABA;109;170; ;Presidente;13;LULA;158;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;170; ;Presidente;14;PADRE KELMON;1;PTB;PTB
PARAIPABA;109;170; ;Presidente;15;SIMONE TEBET;3;MDB;MDB, (PSDB/CIDADANIA), PODE
PARAIPABA;109;170; ;Presidente;22;JAIR BOLSONARO;80;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;170; ;Presidente;44;SORAYA THRONICKE;1;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Presidente;95;BRANCOS;4; ; 
PARAIPABA;109;170; ;Presidente;96;NULOS;6; ; 
PARAIPABA;109;170; ;Governador;12;ROBERTO CLÁUDIO;8;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;170; ;Governador;13;ELMANO DE FREITAS;139;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;170; ;Governador;44;CAPITÃO WAGNER;92;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;170; ;Governador;95;BRANCOS;12; ; 
PARAIPABA;109;170; ;Governador;96;NULOS;18; ; 
PARAIPABA;109;170; ;Senador;131;CAMILO;149;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;170; ;Senador;555;ERIKA AMORIM;2;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
PARAIPABA;109;170; ;Senador;700;KAMILA CARDOSO;80;AVANTE;AVANTE, UNIÃO, PTB, REPUBLICANOS, PROS, PL, PODE
PARAIPABA;109;170; ;Senador;95;BRANCOS;21; ; 
PARAIPABA;109;170; ;Senador;96;NULOS;17; ; 
PARAIPABA;109;170; ;Deputado Federal;1000;BISPA VANESSA LIMA;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;170; ;Deputado Federal;1010;RONALDO MARTINS;2;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;170; ;Deputado Federal;1020;ERLAN BASTOS;1;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;170; ;Deputado Federal;1111;AJ ALBUQUERQUE;2;PP;PP
PARAIPABA;109;170; ;Deputado Federal;1112;GOMES FARIAS;1;PP;PP
PARAIPABA;109;170; ;Deputado Federal;1213;IDILVAN;5;PDT;PDT
PARAIPABA;109;170; ;Deputado Federal;1214;EDUARDO BISMARCK;5;PDT;PDT
PARAIPABA;109;170; ;Deputado Federal;1222;ROSÂNIA RAMALHO;1;PDT;PDT
PARAIPABA;109;170; ;Deputado Federal;1277;ADAIL JR;1;PDT;PDT
PARAIPABA;109;170; ;Deputado Federal;1292;ENFERMEIRA ANA PAULA;1;PDT;PDT
PARAIPABA;109;170; ;Deputado Federal;1311;LOURDINHA FELIX;2;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Federal;1313;LUIZIANNE LINS;20;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Federal;1322;GUIMARÃES DO PT;6;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Federal;1533;EUNÍCIO;7;MDB;MDB
PARAIPABA;109;170; ;Deputado Federal;1588;REGINA VILLELA;1;MDB;MDB
PARAIPABA;109;170; ;Deputado Federal;2210;CORONEL AGINALDO;2;PL;PL
PARAIPABA;109;170; ;Deputado Federal;2211;YURY DO PAREDÃO;5;PL;PL
PARAIPABA;109;170; ;Deputado Federal;2222;ANDRÉ FERNANDES;4;PL;PL
PARAIPABA;109;170; ;Deputado Federal;2255;JÚNIOR MANO;6;PL;PL
PARAIPABA;109;170; ;Deputado Federal;2277;DR JAZIEL;5;PL;PL
PARAIPABA;109;170; ;Deputado Federal;2299;MATHEUS NORONHA;26;PL;PL
PARAIPABA;109;170; ;Deputado Federal;4000;DENIS BEZERRA;1;PSB;PSB
PARAIPABA;109;170; ;Deputado Federal;4400;LUIZ CARLOS JR;1;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4410;CARLOS MATOS;4;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4444;HEITOR FREIRE;2;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4445;DAMIÃO TENORIO;1;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4447;DANILO FORTE;4;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4456;DAYANY DO CAPITÃO;2;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4477;FERNANDA PESSOA;8;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4488;MOSES RODRIGUES;5;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4490;SOLDADO NOELIO;1;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Federal;4512;SARGENTO GERSON;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;170; ;Deputado Federal;5511;CÉLIO STUDART;1;PSD;PSD
PARAIPABA;109;170; ;Deputado Federal;5555;DOMINGOS NETO;100;PSD;PSD
PARAIPABA;109;170; ;Deputado Federal;5588;ELIANE BRAZ;8;PSD;PSD
PARAIPABA;109;170; ;Deputado Federal;6565;INÁCIO ARRUDA;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Federal;11;LEGENDA PP;2;PP;PP
PARAIPABA;109;170; ;Deputado Federal;13;LEGENDA PT;2;PT;PT
PARAIPABA;109;170; ;Deputado Federal;36;LEGENDA AGIR;1;AGIR;AGIR
PARAIPABA;109;170; ;Deputado Federal;70;LEGENDA AVANTE;1;AVANTE;AVANTE
PARAIPABA;109;170; ;Deputado Federal;95;BRANCOS;13; ; 
PARAIPABA;109;170; ;Deputado Federal;96;NULOS;6; ; 
PARAIPABA;109;170; ;Deputado Estadual;10000;APÓSTOLO LUIZ HENRIQUE;2;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;170; ;Deputado Estadual;10123;DAVID DURAND;2;REPUBLICANOS;REPUBLICANOS
PARAIPABA;109;170; ;Deputado Estadual;11111;ZEZINHO ALBUQUERQUE;3;PP;PP
PARAIPABA;109;170; ;Deputado Estadual;11113;ALMIR BIÉ;17;PP;PP
PARAIPABA;109;170; ;Deputado Estadual;11444;LEONARDO PINHEIRO;3;PP;PP
PARAIPABA;109;170; ;Deputado Estadual;12123;CLÁUDIO PINHO;1;PDT;PDT
PARAIPABA;109;170; ;Deputado Estadual;12127;HELAINE COELHO;19;PDT;PDT
PARAIPABA;109;170; ;Deputado Estadual;13123;MISSIAS DO MST;4;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;13131;MARI LACERDA;1;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;13132;ACRISIO SENA;8;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;13333;MOISES BRAZ;8;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;13456;DE ASSIS DINIZ;2;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;13777;NIZO ;10;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;13789;JULINHO;5;PT;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;15000;EDILARDO EUFRASIO;1;MDB;MDB
PARAIPABA;109;170; ;Deputado Estadual;15151;LEONARDO ARAÚJO;1;MDB;MDB
PARAIPABA;109;170; ;Deputado Estadual;15888;AGENOR NETO;6;MDB;MDB
PARAIPABA;109;170; ;Deputado Estadual;22010;BEZERRA DE MENESES;2;PL;PL
PARAIPABA;109;170; ;Deputado Estadual;22022;CARMELO NETO;2;PL;PL
PARAIPABA;109;170; ;Deputado Estadual;22222;PR.ALCIDES FERNANDES;2;PL;PL
PARAIPABA;109;170; ;Deputado Estadual;22555;MARTA GONÇALVES;80;PL;PL
PARAIPABA;109;170; ;Deputado Estadual;22777;DRA SILVANA;6;PL;PL
PARAIPABA;109;170; ;Deputado Estadual;23192;MARTINHA - A SAÚDE RESISTE;1;CIDADANIA;(PSDB/CIDADANIA)
PARAIPABA;109;170; ;Deputado Estadual;30000;DR. ISAQUE RABELO;1;NOVO;NOVO
PARAIPABA;109;170; ;Deputado Estadual;33123;ALCY PINHEIRO;1;PMN;PMN
PARAIPABA;109;170; ;Deputado Estadual;33193;DR JOÃO BATISTA;1;PMN;PMN
PARAIPABA;109;170; ;Deputado Estadual;43222;REGINALDO CASTRO;1;PV;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;44027;PROFESSOR CARDOSO NETO;1;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Estadual;44556;PRISCILA ROCHA;1;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Estadual;44567;MAGNOLIA ROCHA;2;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Estadual;44777;FIRMO CAMURÇA;4;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Estadual;44888;DR. OSCAR RODRIGUES;5;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Estadual;45000;JORGE PINHEIRO;3;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;170; ;Deputado Estadual;45045;NATY HERCULANO;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;170; ;Deputado Estadual;45111;GORDIM ARAUJO;1;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;170; ;Deputado Estadual;45123;EMILIA PESSOA;4;PSDB;(PSDB/CIDADANIA)
PARAIPABA;109;170; ;Deputado Estadual;50013;LÉO SURICATE;1;PSOL;(PSOL/REDE)
PARAIPABA;109;170; ;Deputado Estadual;50500;RENATO ROSENO;1;PSOL;(PSOL/REDE)
PARAIPABA;109;170; ;Deputado Estadual;55222;DR TORRES;1;PSD;PSD
PARAIPABA;109;170; ;Deputado Estadual;65234;CACIKA IRÊ;1;PC do B;(PT/PC do B/PV)
PARAIPABA;109;170; ;Deputado Estadual;70123;TOMAZ HOLANDA;6;AVANTE;AVANTE
PARAIPABA;109;170; ;Deputado Estadual;70190;SARGENTO DOUGLAS;1;AVANTE;AVANTE
PARAIPABA;109;170; ;Deputado Estadual;70321;DANIEL BORGES;1;AVANTE;AVANTE
PARAIPABA;109;170; ;Deputado Estadual;70456;DUCA;1;AVANTE;AVANTE
PARAIPABA;109;170; ;Deputado Estadual;12;LEGENDA PDT;1;PDT;PDT
PARAIPABA;109;170; ;Deputado Estadual;13;LEGENDA PT;12;PT;PT
PARAIPABA;109;170; ;Deputado Estadual;44;LEGENDA UNIÃO;3;UNIÃO;UNIÃO
PARAIPABA;109;170; ;Deputado Estadual;45;LEGENDA PSDB;1;PSDB;PSDB
PARAIPABA;109;170; ;Deputado Estadual;55;LEGENDA PSD;4;PSD;PSD
PARAIPABA;109;170; ;Deputado Estadual;95;BRANCOS;15; ; 
PARAIPABA;109;170; ;Deputado Estadual;96;NULOS;8; ; 
PARAIPABA;109;171; ;Presidente;12;CIRO GOMES;11;PDT;PDT
PARAIPABA;109;171; ;Presidente;13;LULA;91;PT;(PT/PC do B/PV), SOLIDARIEDADE, (PSOL/REDE), PSB, AGIR, AVANTE, PROS
PARAIPABA;109;171; ;Presidente;15;SIMONE TEBET;3;MDB;MDB, (PSDB/CIDADANIA), PODE
PARAIPABA;109;171; ;Presidente;22;JAIR BOLSONARO;31;PL;PP, REPUBLICANOS, PL
PARAIPABA;109;171; ;Presidente;95;BRANCOS;2; ; 
PARAIPABA;109;171; ;Presidente;96;NULOS;0; ; 
PARAIPABA;109;171; ;Governador;12;ROBERTO CLÁUDIO;8;PDT;PMN, PATRIOTA, AGIR, PMB, PDT, PSD, PSB, PSC, DC
PARAIPABA;109;171; ;Governador;13;ELMANO DE FREITAS;70;PT;(PT/PC do B/PV), PP, MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE
PARAIPABA;109;171; ;Governador;16;ZÉ BATISTA;1;PSTU;PSTU
PARAIPABA;109;171; ;Governador;44;CAPITÃO WAGNER;45;UNIÃO;PODE, AVANTE, PL, REPUBLICANOS, PTB, PROS, UNIÃO
PARAIPABA;109;171; ;Governador;95;BRANCOS;10; ; 
PARAIPABA;109;171; ;Governador;96;NULOS;4; ; 
PARAIPABA;109;171; ;Senador;131;CAMILO;89;PT;(PT/PC do B/PV), MDB, PRTB, (PSOL/REDE), SOLIDARIEDADE, PP
PARAIPABA;109;171; ;Senador;555;ERIKA AMORIM;2;PSD;PSB, AGIR, DC, PMB, PDT, PSD, PMN, PATRIOTA, PSC
